Year,CO2 (ppmv),Temperature,Year(for Temp),Celsius Temperature,Temperature Anomaly,Year (for CH4),CH4 Mean,Year (for Ire records),Annual Mean Temperature (Ire),Temp Anomaly (Ire),Year (for Ire records),Annual Mean Precipitation (Ire),Precipitation Anomaly (Ire)
-555248.6545454545,243.0,215.5,-569514.5,-57.64999999999998,-1.91149425287356,-523635,538.0,,,,,,
-554973.2909090909,241.0,216.3,-569152.1,-56.849999999999966,-1.1114942528735483,-522873,534.0,,,,,,
-554457.0242424243,233.9,216.1,-568784.1,-57.04999999999998,-1.3114942528735654,-522128,518.0,,,,,,
-553892.3454545456,226.7,216.2,-568419.7,-56.94999999999999,-1.211494252873571,-521367,534.0,,,,,,
-553208.3454545455,224.3,215.8,-568040.9,-57.349999999999966,-1.6114942528735483,-520640,516.0,,,,,,
-552529.6181818182,223.6,215.8,-567665.2,-57.349999999999966,-1.6114942528735483,-519955,535.0,,,,,,
-551858.6545454544,220.3,216.1,-567299.4,-57.04999999999998,-1.3114942528735654,-519311,522.0,,,,,,
-551669.3939393939,222.1,215.9,-566928.4,-57.24999999999997,-1.511494252873554,-518647,524.0,,,,,,
-551295.9878787878,226.3,216.2,-566566.8,-56.94999999999999,-1.211494252873571,-516722,499.0,,,,,,
-551070.9212121211,222.3,216.2,-566207.3,-56.94999999999999,-1.211494252873571,-516095,512.0,,,,,,
-550731.5636363637,221.7,216.2,-565846.2,-56.94999999999999,-1.211494252873571,-515467,507.0,,,,,,
-550161.0909090908,219.9,216.1,-565483.7,-57.04999999999998,-1.3114942528735654,-514822,508.0,,,,,,
-549431.0909090908,215.2,216.2,-565123.8,-56.94999999999999,-1.211494252873571,-514454,501.0,,,,,,
-548632.5454545455,213.6,216.1,-564761.8,-57.04999999999998,-1.3114942528735654,-514179,477.0,,,,,,
-548280.7272727275,208.8,216.0,-564395.4,-57.14999999999998,-1.4114942528735597,-513808,483.0,,,,,,
-547770.1090909094,202.5,216.1,-564033.1,-57.04999999999998,-1.3114942528735654,-513545,519.0,,,,,,
-546820.7757575759,204.6,216.1,-563670.8,-57.04999999999998,-1.3114942528735654,-512855,507.0,,,,,,
-545856.6787878785,209.7,216.0,-563303.1,-57.14999999999998,-1.4114942528735597,-512168,496.0,,,,,,
-544880.1454545453,209.6,216.2,-562942.3,-56.94999999999999,-1.211494252873571,-511447,488.0,,,,,,
-543914.9090909091,210.3,216.1,-562579.9,-57.04999999999998,-1.3114942528735654,-510717,486.0,,,,,,
-542935.987878788,208.1,216.5,-562230.1,-56.64999999999998,-0.9114942528735596,-509976,487.0,,,,,,
-541894.872727273,203.6,216.1,-561866.3,-57.04999999999998,-1.3114942528735654,-509240,495.0,,,,,,
-540790.206060606,205.0,215.8,-561492.6,-57.349999999999966,-1.6114942528735483,-508492,520.0,,,,,,
-539703.8181818181,211.2,216.1,-561127.5,-57.04999999999998,-1.3114942528735654,-507715,533.0,,,,,,
-538633.818181818,212.9,216.0,-560759.9,-57.14999999999998,-1.4114942528735597,-506957,557.0,,,,,,
-537563.8181818181,206.4,216.2,-560399.1,-56.94999999999999,-1.211494252873571,-506165,582.0,,,,,,
-536490.7636363636,205.0,216.1,-560032.6,-57.04999999999998,-1.3114942528735654,-505450,573.0,,,,,,
-535384.4727272725,199.4,216.2,-559669.2,-56.94999999999999,-1.211494252873571,-504742,601.0,,,,,,
-534228.4727272727,199.8,215.7,-559288.6,-57.44999999999999,-1.711494252873571,-503999,579.0,,,,,,
-533745.0545454544,190.5,215.9,-558916.7,-57.24999999999997,-1.511494252873554,-503205,524.0,,,,,,
-533093.5636363637,193.8,216.4,-558560.2,-56.74999999999997,-1.011494252873554,-502530,566.0,,,,,,
-532718.181818182,195.1,216.2,-558196.9,-56.94999999999999,-1.211494252873571,-501855,549.0,,,,,,
-531982.2363636366,200.0,215.8,-557818.2,-57.349999999999966,-1.6114942528735483,-501088,515.0,,,,,,
-531604.3696969697,204.4,216.0,-557447.4,-57.14999999999998,-1.4114942528735597,-500299,517.0,,,,,,
-531037.5696969698,211.4,215.6,-557063.1,-57.54999999999998,-1.8114942528735647,-499621,522.0,,,,,,
-530642.5272727272,214.5,215.8,-556686.2,-57.349999999999966,-1.6114942528735483,-498827,512.0,,,,,,
-530128.7575757573,220.7,215.7,-556306.6,-57.44999999999999,-1.711494252873571,-498068,496.0,,,,,,
-529251.3818181816,220.3,215.8,-555928.6,-57.349999999999966,-1.6114942528735483,-497326,499.0,,,,,,
-528340.5090909093,221.2,215.8,-555551.6,-57.349999999999966,-1.6114942528735483,-496577,509.0,,,,,,
-527453.4303030304,222.7,216.0,-555181.2,-57.14999999999998,-1.4114942528735597,-495823,506.0,,,,,,
-526566.6909090912,224.7,215.6,-554795.1,-57.54999999999998,-1.8114942528735647,-495060,516.0,,,,,,
-525748.6909090909,227.8,215.4,-554402.6,-57.74999999999997,-2.011494252873554,-494322,522.0,,,,,,
-524945.806060606,230.3,215.4,-554012.6,-57.74999999999997,-2.011494252873554,-493563,514.0,,,,,,
-524156.9999999999,233.7,215.6,-553628.2,-57.54999999999998,-1.8114942528735647,-492788,496.0,,,,,,
-523387.0,235.8,215.6,-553246.0,-57.54999999999998,-1.8114942528735647,-491993,517.0,,,,,,
-522620.8666666667,236.8,216.0,-552877.4,-57.14999999999998,-1.4114942528735597,-491212,500.0,,,,,,
-521851.8242424243,241.9,215.5,-552490.2,-57.64999999999998,-1.91149425287356,-490438,501.0,,,,,,
-519624.4727272729,243.5,215.0,-552086.6,-58.14999999999998,-2.41149425287356,-489656,534.0,,,,,,
-518871.80606060615,245.5,215.1,-551687.1,-58.04999999999998,-2.3114942528735654,-488880,584.0,,,,,,
-518123.3575757573,247.7,214.8,-551278.2,-58.349999999999966,-2.6114942528735483,-488165,558.0,,,,,,
-517379.1272727272,245.3,214.9,-550873.1,-58.24999999999997,-2.511494252873554,-487434,588.0,,,,,,
-516650.4606060606,245.5,214.5,-550453.6,-58.64999999999998,-2.91149425287356,-486693,624.0,,,,,,
-515926.0121212122,246.2,214.7,-550040.9,-58.44999999999999,-2.711494252873571,-485983,615.0,,,,,,
-515204.981818182,247.2,214.4,-549619.6,-58.74999999999997,-3.011494252873554,-485270,583.0,,,,,,
-514470.9818181818,243.0,214.4,-549196.8,-58.74999999999997,-3.011494252873554,-484505,583.0,,,,,,
-513700.7757575757,241.5,214.1,-548765.7,-59.04999999999998,-3.3114942528735654,-483767,569.0,,,,,,
-512897.7818181817,239.2,214.1,-548334.1,-59.04999999999998,-3.3114942528735654,-482970,543.0,,,,,,
-512083.1151515151,238.2,213.8,-547892.5,-59.349999999999966,-3.611494252873548,-482156,544.0,,,,,,
-511254.7393939395,242.0,213.8,-547449.2,-59.349999999999966,-3.611494252873548,-481327,516.0,,,,,,
-510413.7818181817,235.2,213.2,-546983.4,-59.94999999999999,-4.211494252873571,-480458,507.0,,,,,,
-509562.4484848484,236.4,213.4,-546525.5,-59.74999999999997,-4.011494252873554,-479602,504.0,,,,,,
-508702.3272727273,233.4,213.3,-546062.1,-59.849999999999966,-4.111494252873548,-478687,492.0,,,,,,
-507834.981818182,240.3,212.9,-545585.0,-60.24999999999997,-4.511494252873554,-478135,504.0,,,,,,
-506990.9818181818,237.0,212.9,-545107.8,-60.24999999999997,-4.511494252873554,-477760,531.0,,,,,,
-506167.72121212096,238.2,212.8,-544626.1,-60.349999999999966,-4.611494252873548,-476752,496.0,,,,,,
-505362.3999999999,236.0,212.6,-544137.9,-60.54999999999998,-4.811494252873565,-475725,528.0,,,,,,
-504533.7333333333,235.5,212.7,-543653.4,-60.44999999999999,-4.711494252873571,-474822,517.0,,,,,,
-503734.2424242425,233.9,212.0,-543135.1,-61.14999999999998,-5.41149425287356,-473834,504.0,,,,,,
-502961.781818182,234.1,211.5,-542592.8,-61.64999999999998,-5.91149425287356,-472782,475.0,,,,,,
-502227.187878788,232.2,211.3,-542042.4,-61.849999999999966,-6.111494252873548,-471724,456.0,,,,,,
-501468.92727272736,232.0,212.2,-541533.8,-60.94999999999999,-5.211494252873571,-470676,440.0,,,,,,
-500687.6363636362,231.2,212.3,-541035.5,-60.849999999999966,-5.111494252873548,-469662,482.0,,,,,,
-499911.424242424,230.8,212.9,-540562.6,-60.24999999999997,-4.511494252873554,-468523,482.0,,,,,,
-499133.9636363636,228.2,212.9,-540093.6,-60.24999999999997,-4.511494252873554,-467473,443.0,,,,,,
-498354.7818181817,230.8,213.4,-539647.1,-59.74999999999997,-4.011494252873554,-466430,430.0,,,,,,
-497576.7818181818,230.6,213.1,-539191.1,-60.04999999999998,-4.311494252873565,-465727,491.0,,,,,,
-496787.4181818184,232.8,213.8,-538761.8,-59.349999999999966,-3.611494252873548,-465120,491.0,,,,,,
-496015.97575757577,236.5,214.0,-538343.8,-59.14999999999998,-3.41149425287356,-463719,442.0,,,,,,
-495237.6303030304,236.4,213.7,-537914.1,-59.44999999999999,-3.711494252873571,-462300,448.0,,,,,,
-494494.0666666664,237.6,214.8,-537526.2,-58.349999999999966,-2.6114942528735483,-460897,491.0,,,,,,
-493775.6909090908,238.5,215.0,-537150.3,-58.14999999999998,-2.41149425287356,-460140,463.0,,,,,,
-493074.1272727274,238.3,215.3,-536782.4,-57.849999999999966,-2.1114942528735483,-459597,521.0,,,,,,
-492350.39393939386,239.1,214.8,-536398.8,-58.349999999999966,-2.6114942528735483,-458767,424.0,,,,,,
-491643.1090909093,239.7,214.4,-535998.4,-58.74999999999997,-3.011494252873554,-458210,409.0,,,,,,
-490913.7757575757,243.7,213.6,-535569.4,-59.54999999999998,-3.811494252873565,-456941,398.0,,,,,,
-490204.5454545456,246.7,213.6,-535137.4,-59.54999999999998,-3.811494252873565,-455474,408.0,,,,,,
-489501.0787878788,243.3,213.1,-534684.6,-60.04999999999998,-4.311494252873565,-454061,412.0,,,,,,
-488783.9515151515,242.6,212.8,-534219.1,-60.349999999999966,-4.611494252873548,-453290,434.0,,,,,,
-488544.9090909091,249.3,211.9,-533712.9,-61.24999999999997,-5.511494252873554,-452736,468.0,,,,,,
-488076.2909090909,252.8,212.0,-533207.3,-61.14999999999998,-5.41149425287356,-451942,486.0,,,,,,
-487769.793939394,240.9,211.2,-532666.9,-61.94999999999999,-6.211494252873571,-451474,426.0,,,,,,
-487352.0909090908,242.0,211.9,-532159.6,-61.24999999999997,-5.511494252873554,-450249,403.0,,,,,,
-486615.45454545465,237.1,211.9,-531651.1,-61.24999999999997,-5.511494252873554,-449151,384.0,,,,,,
-485898.0666666667,231.3,212.5,-531169.1,-60.64999999999998,-4.91149425287356,-447962,381.0,,,,,,
-485179.2545454547,232.9,212.8,-530704.4,-60.349999999999966,-4.611494252873548,-446738,389.0,,,,,,
-484448.6727272727,233.0,212.3,-530216.4,-60.849999999999966,-5.111494252873548,-445664,427.0,,,,,,
-483717.5212121211,231.2,211.6,-529693.4,-61.54999999999998,-5.811494252873565,-444981,506.0,,,,,,
-482986.1818181817,231.4,211.3,-529152.9,-61.849999999999966,-6.111494252873548,-444629,474.0,,,,,,
-482229.787878788,231.4,211.3,-528611.5,-61.849999999999966,-6.111494252873548,-443812,452.0,,,,,,
-481445.3818181817,227.3,211.5,-528081.2,-61.64999999999998,-5.91149425287356,-443273,409.0,,,,,,
-480630.9636363639,223.4,211.4,-527548.1,-61.74999999999997,-6.011494252873554,-442632,427.0,,,,,,
-479712.9636363636,223.8,210.5,-526965.6,-62.64999999999998,-6.91149425287356,-442236,491.0,,,,,,
-478776.6848484848,218.8,210.3,-526369.4,-62.849999999999966,-7.111494252873548,-441583,439.0,,,,,,
-478378.2969696968,220.8,210.4,-525778.8,-62.74999999999997,-7.011494252873554,-441117,439.0,,,,,,
-477825.69090909074,231.3,210.6,-525202.1,-62.54999999999998,-6.811494252873565,-439926,438.0,,,,,,
-477452.95151515136,236.5,210.6,-524628.2,-62.54999999999998,-6.811494252873565,-438720,400.0,,,,,,
-476942.4606060604,239.1,210.9,-524071.5,-62.24999999999997,-6.511494252873554,-438146,405.0,,,,,,
-475991.0000000001,236.6,211.1,-523520.9,-62.04999999999998,-6.311494252873565,-436481,392.0,,,,,,
-474999.7999999998,232.8,211.2,-522978.2,-61.94999999999999,-6.211494252873571,-435708,395.0,,,,,,
-473975.2000000002,233.1,211.0,-522427.0,-62.14999999999998,-6.41149425287356,-434513,385.0,,,,,,
-473024.10909090936,241.2,210.9,-521868.2,-62.24999999999997,-6.511494252873554,-433365,381.0,,,,,,
-472142.3636363638,245.6,210.9,-521309.5,-62.24999999999997,-6.511494252873554,-432152,381.0,,,,,,
-471850.8484848487,243.9,210.9,-520750.1,-62.24999999999997,-6.511494252873554,-431120,392.0,,,,,,
-471267.81818181806,243.7,210.8,-520186.2,-62.349999999999966,-6.611494252873548,-429964,389.0,,,,,,
-470913.2727272727,232.7,210.6,-519611.9,-62.54999999999998,-6.811494252873565,-429244,394.0,,,,,,
-470313.0666666664,229.2,210.8,-519052.1,-62.349999999999966,-6.611494252873548,-428848,385.0,,,,,,
-469874.53333333344,218.7,211.7,-518534.3,-61.44999999999999,-5.711494252873571,-428083,380.0,,,,,,
-469250.793939394,215.5,211.6,-518015.0,-61.54999999999998,-5.811494252873565,-427839,382.0,,,,,,
-468775.97575757554,206.5,211.5,-517493.3,-61.64999999999998,-5.91149425287356,-427183,406.0,,,,,,
-468090.1272727275,205.5,211.6,-516974.4,-61.54999999999998,-5.811494252873565,-426829,472.0,,,,,,
-466927.7090909092,203.4,211.4,-516445.2,-61.74999999999997,-6.011494252873554,-425901,418.0,,,,,,
-465756.64242424245,204.4,211.7,-515932.8,-61.44999999999999,-5.711494252873571,-425435,412.0,,,,,,
-464682.29696969694,208.1,211.1,-515393.1,-62.04999999999998,-6.311494252873565,-425132,465.0,,,,,,
-463651.7272727272,210.0,211.1,-514850.9,-62.04999999999998,-6.311494252873565,-424663,459.0,,,,,,
-463315.3636363636,205.2,210.6,-514285.5,-62.54999999999998,-6.811494252873565,-424447,463.0,,,,,,
-462649.4727272725,199.9,210.9,-513733.0,-62.24999999999997,-6.511494252873554,-424077,457.0,,,,,,
-461576.6484848482,194.4,210.6,-513168.9,-62.54999999999998,-6.811494252873565,-423663,508.0,,,,,,
-460464.1030303032,190.7,211.2,-512636.3,-61.94999999999999,-6.211494252873571,-423279,503.0,,,,,,
-459336.0606060607,195.5,211.0,-512094.2,-62.14999999999998,-6.41149425287356,-423224,498.0,,,,,,
-458302.2121212121,202.4,211.6,-511581.2,-61.54999999999998,-5.811494252873565,-423017,584.0,,,,,,
-457261.5515151518,208.3,212.3,-511103.0,-60.849999999999966,-5.111494252873548,-422934,605.0,,,,,,
-456844.00606060616,203.3,212.9,-510652.6,-60.24999999999997,-4.511494252873554,-422766,618.0,,,,,,
-456258.2909090909,204.3,213.1,-510213.8,-60.04999999999998,-4.311494252873565,-422458,604.0,,,,,,
-455795.1272727274,199.1,213.8,-509802.3,-59.349999999999966,-3.611494252873548,-422266,598.0,,,,,,
-455164.43636363646,192.5,213.8,-509393.8,-59.349999999999966,-3.611494252873548,-421876,622.0,,,,,,
-454051.6121212118,193.3,214.1,-508996.5,-59.04999999999998,-3.3114942528735654,-421401,649.0,,,,,,
-452914.3090909089,198.4,213.9,-508592.7,-59.24999999999997,-3.511494252873554,-421069,660.0,,,,,,
-451825.6424242424,201.9,213.6,-508178.1,-59.54999999999998,-3.811494252873565,-420596,689.0,,,,,,
-450785.8363636365,204.9,213.2,-507747.8,-59.94999999999999,-4.211494252873571,-420207,672.0,,,,,,
-449797.2787878788,201.2,213.8,-507338.3,-59.349999999999966,-3.611494252873548,-420031,689.0,,,,,,
-448692.8909090911,201.7,213.4,-506914.3,-59.74999999999997,-4.011494252873554,-419615,684.0,,,,,,
-447621.03636363655,208.1,213.3,-506488.4,-59.849999999999966,-4.111494252873548,-419406,703.0,,,,,,
-446509.1818181816,203.5,213.2,-506060.4,-59.94999999999999,-4.211494252873571,-418792,699.0,,,,,,
-445269.18181818177,201.1,213.8,-505653.4,-59.349999999999966,-3.611494252873548,-418496,678.0,,,,,,
-443381.72727272735,199.1,213.8,-505247.5,-59.349999999999966,-3.611494252873548,-418291,695.0,,,,,,
-441894.6484848488,202.0,213.2,-504819.3,-59.94999999999999,-4.211494252873571,-417926,674.0,,,,,,
-440280.775757576,201.3,213.7,-504411.6,-59.44999999999999,-3.711494252873571,-417725,687.0,,,,,,
-438709.5818181819,201.7,213.6,-504001.2,-59.54999999999998,-3.811494252873565,-417416,665.0,,,,,,
-437113.418181818,200.3,213.8,-503598.3,-59.349999999999966,-3.611494252873548,-416940,655.0,,,,,,
-435535.4181818178,207.5,213.5,-503184.3,-59.64999999999998,-3.91149425287356,-416672,660.0,,,,,,
-433989.69090909103,209.8,213.5,-502772.6,-59.64999999999998,-3.91149425287356,-416366,658.0,,,,,,
-432429.0727272728,207.6,213.2,-502351.0,-59.94999999999999,-4.211494252873571,-416155,635.0,,,,,,
-431900.2969696969,211.5,214.5,-501975.8,-58.64999999999998,-2.91149425287356,-415813,668.0,,,,,,
-430229.3090909094,227.2,214.6,-501608.3,-58.54999999999998,-2.8114942528735654,-415618,647.0,,,,,,
-429073.76363636367,219.7,214.6,-501238.8,-58.54999999999998,-2.8114942528735654,-415307,671.0,,,,,,
-427228.3636363638,242.5,214.6,-500871.5,-58.54999999999998,-2.8114942528735654,-415132,634.0,,,,,,
-426890.2000000002,248.2,214.1,-500485.7,-59.04999999999998,-3.3114942528735654,-414621,633.0,,,,,,
-425991.3999999999,252.1,214.9,-500128.4,-58.24999999999997,-2.511494252873554,-414310,630.0,,,,,,
-425204.9636363636,255.3,214.5,-499760.4,-58.64999999999998,-2.91149425287356,-414087,623.0,,,,,,
-424671.5636363636,265.4,214.7,-499397.5,-58.44999999999999,-2.711494252873571,-413835,620.0,,,,,,
-424287.2727272728,270.0,214.6,-499031.3,-58.54999999999998,-2.8114942528735654,-413618,639.0,,,,,,
-423790.9090909091,270.8,214.5,-498663.0,-58.64999999999998,-2.91149425287356,-413132,638.0,,,,,,
-423182.26060606056,268.3,214.7,-498302.9,-58.44999999999999,-2.711494252873571,-412626,677.0,,,,,,
-422557.74545454566,267.7,214.5,-497936.3,-58.64999999999998,-2.91149425287356,-412082,696.0,,,,,,
-421275.496969697,270.6,214.5,-497569.1,-58.64999999999998,-2.91149425287356,-411611,690.0,,,,,,
-420582.6545454545,266.4,214.4,-497198.4,-58.74999999999997,-3.011494252873554,-411117,656.0,,,,,,
-419962.1454545455,268.6,214.5,-496832.2,-58.64999999999998,-2.91149425287356,-410632,659.0,,,,,,
-418751.7636363636,273.8,213.9,-496447.5,-59.24999999999997,-3.511494252873554,-410112,712.0,,,,,,
-418183.7636363636,271.2,214.4,-496080.3,-58.74999999999997,-3.011494252873554,-409661,700.0,,,,,,
-417625.7818181819,273.7,213.6,-495685.8,-59.54999999999998,-3.811494252873565,-409221,694.0,,,,,,
-416555.3030303029,274.6,213.6,-495290.8,-59.54999999999998,-3.811494252873565,-408789,701.0,,,,,,
-416006.7818181817,271.8,213.5,-494891.0,-59.64999999999998,-3.91149425287356,-408357,713.0,,,,,,
-415490.4424242424,273.4,213.9,-494508.6,-59.24999999999997,-3.511494252873554,-407920,710.0,,,,,,
-414475.3151515151,271.7,213.9,-494125.1,-59.24999999999997,-3.511494252873554,-407524,699.0,,,,,,
-413995.6060606061,276.4,213.5,-493728.2,-59.64999999999998,-3.91149425287356,-407115,714.0,,,,,,
-413229.5939393941,271.6,213.0,-493312.0,-60.14999999999998,-4.41149425287356,-406740,711.0,,,,,,
-412260.8606060605,264.9,212.9,-492896.1,-60.24999999999997,-4.511494252873554,-406360,695.0,,,,,,
-411308.65454545454,274.9,213.1,-492487.4,-60.04999999999998,-4.311494252873565,-405959,681.0,,,,,,
-409397.96969696967,283.5,213.2,-492082.7,-59.94999999999999,-4.211494252873571,-405594,710.0,,,,,,
-408503.8,282.6,212.6,-491654.7,-60.54999999999998,-4.811494252873565,-405222,736.0,,,,,,
-407648.2363636363,274.7,212.4,-491218.6,-60.74999999999997,-5.011494252873554,-404873,691.0,,,,,,
-406868.7151515152,284.5,212.5,-490788.8,-60.64999999999998,-4.91149425287356,-404503,672.0,,,,,,
-405332.4969696969,285.6,212.5,-490359.1,-60.64999999999998,-4.91149425287356,-404119,708.0,,,,,,
-404592.8000000001,279.6,212.4,-489927.0,-60.74999999999997,-5.011494252873554,-403778,700.0,,,,,,
-403112.6303030303,280.5,212.2,-489486.7,-60.94999999999999,-5.211494252873571,-403418,659.0,,,,,,
-402363.296969697,276.5,212.2,-489049.4,-60.94999999999999,-5.211494252873571,-403059,663.0,,,,,,
-400909.8363636364,275.7,212.3,-488616.2,-60.849999999999966,-5.111494252873548,-402715,661.0,,,,,,
-400190.91515151504,283.1,212.4,-488187.9,-60.74999999999997,-5.011494252873554,-402304,674.0,,,,,,
-398760.08484848496,283.2,212.5,-487765.5,-60.64999999999998,-4.91149425287356,-401951,664.0,,,,,,
-397976.1636363636,277.1,212.3,-487335.2,-60.849999999999966,-5.111494252873548,-401602,681.0,,,,,,
-396325.1272727272,276.3,212.4,-486908.0,-60.74999999999997,-5.011494252873554,-401229,653.0,,,,,,
-392956.1030303031,260.7,212.2,-486473.1,-60.94999999999999,-5.211494252873571,-400866,640.0,,,,,,
-392053.6909090909,273.6,212.1,-486037.2,-61.04999999999998,-5.311494252873565,-400505,642.0,,,,,,
-391027.1515151514,259.5,213.2,-485645.2,-59.94999999999999,-4.211494252873571,-400140,646.0,,,,,,
-390337.25,258.1,213.6,-485266.6,-59.54999999999998,-3.811494252873565,-399759,633.0,,,,,,
-387460.2050000001,245.8,213.6,-484889.8,-59.54999999999998,-3.811494252873565,-399386,627.0,,,,,,
-385874.8150000001,246.8,213.5,-484509.1,-59.64999999999998,-3.91149425287356,-399029,628.0,,,,,,
-384333.71000000014,239.1,213.4,-484126.3,-59.74999999999997,-4.011494252873554,-398642,662.0,,,,,,
-382607.4450000001,240.0,213.2,-483735.4,-59.94999999999999,-4.211494252873571,-398254,607.0,,,,,,
-380981.4849999999,227.0,212.9,-483333.7,-60.24999999999997,-4.511494252873554,-397858,607.0,,,,,,
-376810.2400000001,229.6,212.8,-482928.7,-60.349999999999966,-4.611494252873548,-397465,580.0,,,,,,
-375084.8800000001,224.6,213.1,-482535.3,-60.04999999999998,-4.311494252873565,-397070,593.0,,,,,,
-373254.5999999999,214.7,213.7,-482166.0,-59.44999999999999,-3.711494252873571,-396645,608.0,,,,,,
-371507.6150000001,199.9,214.1,-481810.5,-59.04999999999998,-3.3114942528735654,-396225,612.0,,,,,,
-369435.8700000001,201.9,213.6,-481440.8,-59.54999999999998,-3.811494252873565,-395811,600.0,,,,,,
-366115.9,206.3,213.9,-481079.7,-59.24999999999997,-3.511494252873554,-395389,605.0,,,,,,
-363240.23000000016,201.2,213.7,-480713.5,-59.44999999999999,-3.711494252873571,-394964,590.0,,,,,,
-360617.6,185.8,213.6,-480345.0,-59.54999999999998,-3.811494252873565,-394574,602.0,,,,,,
-358733.84000000014,186.1,213.7,-479977.3,-59.44999999999999,-3.711494252873571,-394107,594.0,,,,,,
-357060.3800000001,193.0,213.9,-479619.2,-59.24999999999997,-3.511494252873554,-393604,603.0,,,,,,
-353867.7699999999,209.2,213.3,-479239.7,-59.849999999999966,-4.111494252873548,-393178,585.0,,,,,,
-352462.9750000001,209.4,213.6,-478872.7,-59.54999999999998,-3.811494252873565,-392727,594.0,,,,,,
-351224.595,216.2,213.7,-478507.8,-59.44999999999999,-3.711494252873571,-392246,550.0,,,,,,
-349726.3450000001,221.1,213.8,-478146.8,-59.349999999999966,-3.611494252873548,-391749,562.0,,,,,,
-347189.0850000001,220.3,213.8,-477788.6,-59.349999999999966,-3.611494252873548,-391243,485.0,,,,,,
-345594.8050000001,211.9,213.8,-477429.8,-59.349999999999966,-3.611494252873548,-390716,498.0,,,,,,
-344370.905,204.8,214.3,-477090.7,-58.849999999999966,-3.1114942528735483,-390195,489.0,,,,,,
-343050.8500000001,205.2,214.3,-476750.2,-58.849999999999966,-3.1114942528735483,-389582,488.0,,,,,,
-341973.5850000001,200.7,214.1,-476405.4,-59.04999999999998,-3.3114942528735654,-389025,506.0,,,,,,
-340841.56000000006,250.1,214.2,-476064.0,-58.94999999999999,-3.211494252873571,-388440,525.0,,,,,,
-338785.0800000001,234.2,214.1,-475718.9,-59.04999999999998,-3.3114942528735654,-387821,568.0,,,,,,
-338033.8900000001,239.6,214.4,-475383.8,-58.74999999999997,-3.011494252873554,-387165,472.0,,,,,,
-337041.43500000006,241.9,214.1,-475039.5,-59.04999999999998,-3.3114942528735654,-386472,452.0,,,,,,
-336263.50000000006,255.7,214.2,-474701.2,-58.94999999999999,-3.211494252873571,-385818,463.0,,,,,,
-335566.67000000004,270.5,214.3,-474364.6,-58.849999999999966,-3.1114942528735483,-385228,531.0,,,,,,
-334917.81999999995,278.6,214.4,-474033.6,-58.74999999999997,-3.011494252873554,-384665,637.0,,,,,,
-334427.54,285.8,214.2,-473696.3,-58.94999999999999,-3.211494252873571,-384080,594.0,,,,,,
-333757.51000000007,278.1,214.2,-473359.3,-58.94999999999999,-3.211494252873571,-383502,577.0,,,,,,
-333152.30500000005,298.6,214.2,-473023.0,-58.94999999999999,-3.211494252873571,-382907,553.0,,,,,,
-332593.885,288.4,214.5,-472696.5,-58.64999999999998,-2.91149425287356,-382341,561.0,,,,,,
-332399.49500000005,289.1,214.1,-472358.6,-59.04999999999998,-3.3114942528735654,-381763,536.0,,,,,,
-332047.55500000005,282.4,214.7,-472039.2,-58.44999999999999,-2.711494252873571,-381175,482.0,,,,,,
-331550.09,273.1,214.5,-471714.0,-58.64999999999998,-2.91149425287356,-380597,587.0,,,,,,
-330848.62000000005,272.6,214.5,-471389.9,-58.64999999999998,-2.91149425287356,-380005,601.0,,,,,,
-330194.11500000005,271.7,214.5,-471066.3,-58.64999999999998,-2.91149425287356,-379473,548.0,,,,,,
-329343.55000000005,265.0,214.7,-470748.1,-58.44999999999999,-2.711494252873571,-378913,544.0,,,,,,
-328103.32500000007,275.1,214.7,-470430.2,-58.44999999999999,-2.711494252873571,-378306,548.0,,,,,,
-327464.29,271.9,215.0,-470121.6,-58.14999999999998,-2.41149425287356,-377757,485.0,,,,,,
-326820.75000000006,270.1,215.1,-469817.5,-58.04999999999998,-2.3114942528735654,-377169,494.0,,,,,,
-326136.81000000006,266.1,215.5,-469523.9,-57.64999999999998,-1.91149425287356,-375380,442.0,,,,,,
-325485.835,264.0,215.6,-469234.2,-57.54999999999998,-1.8114942528735647,-374756,445.0,,,,,,
-324641.0900000001,266.2,215.7,-468946.1,-57.44999999999999,-1.711494252873571,-374156,433.0,,,,,,
-323873.0,260.5,215.5,-468654.2,-57.64999999999998,-1.91149425287356,-373501,426.0,,,,,,
-323057.4050000001,260.3,215.4,-468360.4,-57.74999999999997,-2.011494252873554,-372835,426.0,,,,,,
-322216.915,260.4,216.5,-468093.8,-56.64999999999998,-0.9114942528735596,-372142,445.0,,,,,,
-321433.34500000003,257.2,215.3,-467798.2,-57.849999999999966,-2.1114942528735483,-371517,451.0,,,,,,
-319867.44500000007,249.2,215.5,-467505.4,-57.64999999999998,-1.91149425287356,-370943,540.0,,,,,,
-318966.3350000001,255.8,215.3,-467208.2,-57.849999999999966,-2.1114942528735483,-370378,523.0,,,,,,
-317879.6600000001,233.4,215.1,-466905.5,-58.04999999999998,-2.3114942528735654,-369813,502.0,,,,,,
-316902.59500000003,245.2,215.1,-466601.7,-58.04999999999998,-2.3114942528735654,-369184,491.0,,,,,,
-315982.54500000004,251.6,214.6,-466285.0,-58.54999999999998,-2.8114942528735654,-368547,508.0,,,,,,
-315199.87000000005,272.6,214.4,-465961.8,-58.74999999999997,-3.011494252873554,-367967,518.0,,,,,,
